"Index","Trigger","Value","Month_of_issue","District","Category"
"SPI ON",0,9,5,"Chibuto","Severo"
"SPI ON",0.06,8.66666666666667,5,"Chibuto","Severo"
"SPI ON",0.07,8.33333333333333,5,"Chibuto","Severo"
"SPI ON",0.08,8,5,"Chibuto","Severo"
"SPI ON",0.1,7,5,"Chibuto","Severo"
"SPI ON",0.12,6.66666666666667,5,"Chibuto","Severo"
"SPI ON",0.13,6.33333333333333,5,"Chibuto","Severo"
"SPI ON",0.14,5.33333333333333,5,"Chibuto","Severo"
"SPI ON",0.15,4.66666666666667,5,"Chibuto","Severo"
"SPI ON",0.16,3.66666666666667,5,"Chibuto","Severo"
"SPI ON",0.18,3.33333333333333,5,"Chibuto","Severo"
"SPI ON",0.19,3,5,"Chibuto","Severo"
"SPI ON",0.2,2,5,"Chibuto","Severo"
"SPI ON",0.21,1.66666666666667,5,"Chibuto","Severo"
"SPI ON",0.22,1.33333333333333,5,"Chibuto","Severo"
"SPI ON",0.25,0.666666666666667,5,"Chibuto","Severo"
"SPI ON",0.26,0.333333333333333,5,"Chibuto","Severo"
"SPI ON",0.27,0,5,"Chibuto","Severo"
"SPI ON",0.02,5.4,5,"Chibuto","Moderado"
"SPI ON",0.08,5.2,5,"Chibuto","Moderado"
"SPI ON",0.1,4.8,5,"Chibuto","Moderado"
"SPI ON",0.11,4.6,5,"Chibuto","Moderado"
"SPI ON",0.12,4.4,5,"Chibuto","Moderado"
"SPI ON",0.16,3.8,5,"Chibuto","Moderado"
"SPI ON",0.17,3.4,5,"Chibuto","Moderado"
"SPI ON",0.18,3.2,5,"Chibuto","Moderado"
"SPI ON",0.19,3,5,"Chibuto","Moderado"
"SPI ON",0.2,2.6,5,"Chibuto","Moderado"
"SPI ON",0.22,1.6,5,"Chibuto","Moderado"
"SPI ON",0.26,1.4,5,"Chibuto","Moderado"
"SPI ON",0.27,1.2,5,"Chibuto","Moderado"
"SPI ON",0.3,0.6,5,"Chibuto","Moderado"
"SPI ON",0.31,0.4,5,"Chibuto","Moderado"
"SPI ON",0.32,0,5,"Chibuto","Moderado"
"SPI ON",0.04,5.4,5,"Chibuto","Leve"
"SPI ON",0.09,5.2,5,"Chibuto","Leve"
"SPI ON",0.12,5,5,"Chibuto","Leve"
"SPI ON",0.14,4.6,5,"Chibuto","Leve"
"SPI ON",0.17,4.4,5,"Chibuto","Leve"
"SPI ON",0.18,4.2,5,"Chibuto","Leve"
"SPI ON",0.19,4,5,"Chibuto","Leve"
"SPI ON",0.2,3.8,5,"Chibuto","Leve"
"SPI ON",0.21,3.4,5,"Chibuto","Leve"
"SPI ON",0.22,3.2,5,"Chibuto","Leve"
"SPI ON",0.23,2.8,5,"Chibuto","Leve"
"SPI ON",0.26,2.6,5,"Chibuto","Leve"
"SPI ON",0.28,2.4,5,"Chibuto","Leve"
"SPI ON",0.29,2.2,5,"Chibuto","Leve"
"SPI ON",0.32,1.4,5,"Chibuto","Leve"
"SPI ON",0.34,1.2,5,"Chibuto","Leve"
"SPI ON",0.36,0.8,5,"Chibuto","Leve"
"SPI ON",0.38,0.4,5,"Chibuto","Leve"
"SPI ON",0.41,0.2,5,"Chibuto","Leve"
"SPI ON",0.42,0,5,"Chibuto","Leve"
"SPI ON",0.04,8.66666666666667,6,"Chibuto","Severo"
"SPI ON",0.06,8,6,"Chibuto","Severo"
"SPI ON",0.07,7.33333333333333,6,"Chibuto","Severo"
"SPI ON",0.1,6.33333333333333,6,"Chibuto","Severo"
"SPI ON",0.11,6,6,"Chibuto","Severo"
"SPI ON",0.12,5.33333333333333,6,"Chibuto","Severo"
"SPI ON",0.14,5,6,"Chibuto","Severo"
"SPI ON",0.15,4.33333333333333,6,"Chibuto","Severo"
"SPI ON",0.16,3.66666666666667,6,"Chibuto","Severo"
"SPI ON",0.17,3,6,"Chibuto","Severo"
"SPI ON",0.18,2,6,"Chibuto","Severo"
"SPI ON",0.21,1.66666666666667,6,"Chibuto","Severo"
"SPI ON",0.24,1,6,"Chibuto","Severo"
"SPI ON",0.26,0.666666666666667,6,"Chibuto","Severo"
"SPI ON",0.28,0.333333333333333,6,"Chibuto","Severo"
"SPI ON",0.3,0,6,"Chibuto","Severo"
"SPI ND",0.03,4.33333333333333,6,"Chibuto","Severo"
"SPI ND",0.07,4.16666666666667,6,"Chibuto","Severo"
"SPI ND",0.09,3.66666666666667,6,"Chibuto","Severo"
"SPI ND",0.1,3.5,6,"Chibuto","Severo"
"SPI ND",0.11,3.33333333333333,6,"Chibuto","Severo"
"SPI ND",0.12,3.16666666666667,6,"Chibuto","Severo"
"SPI ND",0.13,3,6,"Chibuto","Severo"
"SPI ND",0.15,2.83333333333333,6,"Chibuto","Severo"
"SPI ND",0.16,2.16666666666667,6,"Chibuto","Severo"
"SPI ND",0.17,2,6,"Chibuto","Severo"
"SPI ND",0.18,1.5,6,"Chibuto","Severo"
"SPI ND",0.2,1,6,"Chibuto","Severo"
"SPI ND",0.22,0.833333333333333,6,"Chibuto","Severo"
"SPI ND",0.23,0.5,6,"Chibuto","Severo"
"SPI ND",0.27,0.333333333333333,6,"Chibuto","Severo"
"SPI ND",0.28,0.166666666666667,6,"Chibuto","Severo"
"SPI ND",0.31,0,6,"Chibuto","Severo"
"SPI OND",0.01,5.4,6,"Chibuto","Severo"
"SPI OND",0.03,5,6,"Chibuto","Severo"
"SPI OND",0.05,4.8,6,"Chibuto","Severo"
"SPI OND",0.09,4.6,6,"Chibuto","Severo"
"SPI OND",0.1,4.2,6,"Chibuto","Severo"
"SPI OND",0.12,4,6,"Chibuto","Severo"
"SPI OND",0.13,3.8,6,"Chibuto","Severo"
"SPI OND",0.14,2.8,6,"Chibuto","Severo"
"SPI OND",0.16,2.2,6,"Chibuto","Severo"
"SPI OND",0.18,1.6,6,"Chibuto","Severo"
"SPI OND",0.2,1.4,6,"Chibuto","Severo"
"SPI OND",0.21,1.2,6,"Chibuto","Severo"
"SPI OND",0.25,1,6,"Chibuto","Severo"
"SPI OND",0.26,0.8,6,"Chibuto","Severo"
"SPI OND",0.28,0.6,6,"Chibuto","Severo"
"SPI OND",0.29,0.2,6,"Chibuto","Severo"
"SPI OND",0.35,0,6,"Chibuto","Severo"
"SPI ON",0.05,5.4,6,"Chibuto","Moderado"
"SPI ON",0.09,5.2,6,"Chibuto","Moderado"
"SPI ON",0.1,5,6,"Chibuto","Moderado"
"SPI ON",0.12,4.8,6,"Chibuto","Moderado"
"SPI ON",0.13,4.4,6,"Chibuto","Moderado"
"SPI ON",0.15,3.8,6,"Chibuto","Moderado"
"SPI ON",0.16,3.6,6,"Chibuto","Moderado"
"SPI ON",0.18,3,6,"Chibuto","Moderado"
"SPI ON",0.2,2.4,6,"Chibuto","Moderado"
"SPI ON",0.21,1.8,6,"Chibuto","Moderado"
"SPI ON",0.22,1.2,6,"Chibuto","Moderado"
"SPI ON",0.24,1,6,"Chibuto","Moderado"
"SPI ON",0.26,0.8,6,"Chibuto","Moderado"
"SPI ON",0.29,0.6,6,"Chibuto","Moderado"
"SPI ON",0.3,0.4,6,"Chibuto","Moderado"
"SPI ON",0.33,0.2,6,"Chibuto","Moderado"
"SPI ON",0.34,0,6,"Chibuto","Moderado"
"SPI ND",0.05,4.33333333333333,6,"Chibuto","Moderado"
"SPI ND",0.1,4.16666666666667,6,"Chibuto","Moderado"
"SPI ND",0.12,3.83333333333333,6,"Chibuto","Moderado"
"SPI ND",0.14,3.5,6,"Chibuto","Moderado"
"SPI ND",0.16,3.16666666666667,6,"Chibuto","Moderado"
"SPI ND",0.17,3,6,"Chibuto","Moderado"
"SPI ND",0.18,2.66666666666667,6,"Chibuto","Moderado"
"SPI ND",0.19,2.33333333333333,6,"Chibuto","Moderado"
"SPI ND",0.2,2.16666666666667,6,"Chibuto","Moderado"
"SPI ND",0.22,1.66666666666667,6,"Chibuto","Moderado"
"SPI ND",0.23,1.33333333333333,6,"Chibuto","Moderado"
"SPI ND",0.24,1.16666666666667,6,"Chibuto","Moderado"
"SPI ND",0.25,1,6,"Chibuto","Moderado"
"SPI ND",0.26,0.833333333333333,6,"Chibuto","Moderado"
"SPI ND",0.3,0.666666666666667,6,"Chibuto","Moderado"
"SPI ND",0.31,0.5,6,"Chibuto","Moderado"
"SPI ND",0.32,0.333333333333333,6,"Chibuto","Moderado"
"SPI ND",0.33,0.166666666666667,6,"Chibuto","Moderado"
"SPI ND",0.38,0,6,"Chibuto","Moderado"
"SPI OND",0.04,5.4,6,"Chibuto","Moderado"
"SPI OND",0.06,5.2,6,"Chibuto","Moderado"
"SPI OND",0.07,5,6,"Chibuto","Moderado"
"SPI OND",0.11,4.8,6,"Chibuto","Moderado"
"SPI OND",0.12,4.4,6,"Chibuto","Moderado"
"SPI OND",0.14,3.8,6,"Chibuto","Moderado"
"SPI OND",0.16,3.4,6,"Chibuto","Moderado"
"SPI OND",0.17,3.2,6,"Chibuto","Moderado"
"SPI OND",0.18,2.6,6,"Chibuto","Moderado"
"SPI OND",0.19,2.2,6,"Chibuto","Moderado"
"SPI OND",0.2,1.8,6,"Chibuto","Moderado"
"SPI OND",0.22,1.4,6,"Chibuto","Moderado"
"SPI OND",0.26,1.2,6,"Chibuto","Moderado"
"SPI OND",0.29,0.8,6,"Chibuto","Moderado"
"SPI OND",0.3,0.6,6,"Chibuto","Moderado"
"SPI OND",0.31,0.2,6,"Chibuto","Moderado"
"SPI OND",0.38,0,6,"Chibuto","Moderado"
"SPI ON",0.07,5.4,6,"Chibuto","Leve"
"SPI ON",0.16,4.8,6,"Chibuto","Leve"
"SPI ON",0.18,4.6,6,"Chibuto","Leve"
"SPI ON",0.2,4,6,"Chibuto","Leve"
"SPI ON",0.21,3.4,6,"Chibuto","Leve"
"SPI ON",0.22,2.8,6,"Chibuto","Leve"
"SPI ON",0.24,2.2,6,"Chibuto","Leve"
"SPI ON",0.25,2,6,"Chibuto","Leve"
"SPI ON",0.26,1.8,6,"Chibuto","Leve"
"SPI ON",0.28,1.4,6,"Chibuto","Leve"
"SPI ON",0.3,1.2,6,"Chibuto","Leve"
"SPI ON",0.31,1,6,"Chibuto","Leve"
"SPI ON",0.34,0.6,6,"Chibuto","Leve"
"SPI ON",0.36,0.4,6,"Chibuto","Leve"
"SPI ON",0.38,0,6,"Chibuto","Leve"
"SPI ND",0.1,3.25,6,"Chibuto","Leve"
"SPI ND",0.15,3.125,6,"Chibuto","Leve"
"SPI ND",0.17,2.875,6,"Chibuto","Leve"
"SPI ND",0.18,2.75,6,"Chibuto","Leve"
"SPI ND",0.2,2.625,6,"Chibuto","Leve"
"SPI ND",0.21,2.125,6,"Chibuto","Leve"
"SPI ND",0.22,1.875,6,"Chibuto","Leve"
"SPI ND",0.23,1.75,6,"Chibuto","Leve"
"SPI ND",0.25,1.5,6,"Chibuto","Leve"
"SPI ND",0.26,1.25,6,"Chibuto","Leve"
"SPI ND",0.28,1,6,"Chibuto","Leve"
"SPI ND",0.3,0.75,6,"Chibuto","Leve"
"SPI ND",0.31,0.625,6,"Chibuto","Leve"
"SPI ND",0.32,0.5,6,"Chibuto","Leve"
"SPI ND",0.34,0.375,6,"Chibuto","Leve"
"SPI ND",0.35,0.25,6,"Chibuto","Leve"
"SPI ND",0.36,0.125,6,"Chibuto","Leve"
"SPI ND",0.42,0,6,"Chibuto","Leve"
"SPI OND",0.07,4.5,6,"Chibuto","Leve"
"SPI OND",0.08,4.33333333333333,6,"Chibuto","Leve"
"SPI OND",0.13,4.16666666666667,6,"Chibuto","Leve"
"SPI OND",0.17,3.83333333333333,6,"Chibuto","Leve"
"SPI OND",0.18,3.66666666666667,6,"Chibuto","Leve"
"SPI OND",0.19,3.5,6,"Chibuto","Leve"
"SPI OND",0.21,3,6,"Chibuto","Leve"
"SPI OND",0.22,2.5,6,"Chibuto","Leve"
"SPI OND",0.23,2,6,"Chibuto","Leve"
"SPI OND",0.24,1.33333333333333,6,"Chibuto","Leve"
"SPI OND",0.26,1.16666666666667,6,"Chibuto","Leve"
"SPI OND",0.34,1,6,"Chibuto","Leve"
"SPI OND",0.35,0.166666666666667,6,"Chibuto","Leve"
"SPI OND",0.42,0,6,"Chibuto","Leve"
"SPI ON",0.04,8.33333333333333,7,"Chibuto","Severo"
"SPI ON",0.08,8,7,"Chibuto","Severo"
"SPI ON",0.09,7.33333333333333,7,"Chibuto","Severo"
"SPI ON",0.1,6.33333333333333,7,"Chibuto","Severo"
"SPI ON",0.11,6,7,"Chibuto","Severo"
"SPI ON",0.12,5.66666666666667,7,"Chibuto","Severo"
"SPI ON",0.14,4.66666666666667,7,"Chibuto","Severo"
"SPI ON",0.17,4.33333333333333,7,"Chibuto","Severo"
"SPI ON",0.18,3.66666666666667,7,"Chibuto","Severo"
"SPI ON",0.19,3,7,"Chibuto","Severo"
"SPI ON",0.2,2.33333333333333,7,"Chibuto","Severo"
"SPI ON",0.21,1.66666666666667,7,"Chibuto","Severo"
"SPI ON",0.22,1.33333333333333,7,"Chibuto","Severo"
"SPI ON",0.23,1,7,"Chibuto","Severo"
"SPI ON",0.24,0.666666666666667,7,"Chibuto","Severo"
"SPI ON",0.26,0.333333333333333,7,"Chibuto","Severo"
"SPI ON",0.34,0,7,"Chibuto","Severo"
"SPI ND",0.04,4.33333333333333,7,"Chibuto","Severo"
"SPI ND",0.06,4.16666666666667,7,"Chibuto","Severo"
"SPI ND",0.07,4,7,"Chibuto","Severo"
"SPI ND",0.08,3.83333333333333,7,"Chibuto","Severo"
"SPI ND",0.11,3.5,7,"Chibuto","Severo"
"SPI ND",0.12,2.83333333333333,7,"Chibuto","Severo"
"SPI ND",0.13,2.66666666666667,7,"Chibuto","Severo"
"SPI ND",0.14,2.33333333333333,7,"Chibuto","Severo"
"SPI ND",0.16,2.16666666666667,7,"Chibuto","Severo"
"SPI ND",0.17,1.83333333333333,7,"Chibuto","Severo"
"SPI ND",0.18,1.33333333333333,7,"Chibuto","Severo"
"SPI ND",0.2,1.16666666666667,7,"Chibuto","Severo"
"SPI ND",0.22,1,7,"Chibuto","Severo"
"SPI ND",0.24,0.666666666666667,7,"Chibuto","Severo"
"SPI ND",0.26,0.5,7,"Chibuto","Severo"
"SPI ND",0.28,0.166666666666667,7,"Chibuto","Severo"
"SPI ND",0.36,0,7,"Chibuto","Severo"
"SPI DJ",0,6.75,7,"Chibuto","Severo"
"SPI DJ",0.03,6.5,7,"Chibuto","Severo"
"SPI DJ",0.04,6,7,"Chibuto","Severo"
"SPI DJ",0.07,5.75,7,"Chibuto","Severo"
"SPI DJ",0.09,5.5,7,"Chibuto","Severo"
"SPI DJ",0.11,5,7,"Chibuto","Severo"
"SPI DJ",0.12,4.5,7,"Chibuto","Severo"
"SPI DJ",0.14,4.25,7,"Chibuto","Severo"
"SPI DJ",0.15,4,7,"Chibuto","Severo"
"SPI DJ",0.16,3.5,7,"Chibuto","Severo"
"SPI DJ",0.18,3,7,"Chibuto","Severo"
"SPI DJ",0.19,2.75,7,"Chibuto","Severo"
"SPI DJ",0.21,2,7,"Chibuto","Severo"
"SPI DJ",0.22,1.75,7,"Chibuto","Severo"
"SPI DJ",0.23,1.25,7,"Chibuto","Severo"
"SPI DJ",0.24,1,7,"Chibuto","Severo"
"SPI DJ",0.26,0.75,7,"Chibuto","Severo"
"SPI DJ",0.3,0.25,7,"Chibuto","Severo"
"SPI DJ",0.4,0,7,"Chibuto","Severo"
"SPI OND",0.01,5.4,7,"Chibuto","Severo"
"SPI OND",0.05,5.2,7,"Chibuto","Severo"
"SPI OND",0.06,5,7,"Chibuto","Severo"
"SPI OND",0.07,4.8,7,"Chibuto","Severo"
"SPI OND",0.08,4.4,7,"Chibuto","Severo"
"SPI OND",0.09,3.8,7,"Chibuto","Severo"
"SPI OND",0.11,3.6,7,"Chibuto","Severo"
"SPI OND",0.12,3.4,7,"Chibuto","Severo"
"SPI OND",0.13,3.2,7,"Chibuto","Severo"
"SPI OND",0.14,3,7,"Chibuto","Severo"
"SPI OND",0.16,2.4,7,"Chibuto","Severo"
"SPI OND",0.18,2.2,7,"Chibuto","Severo"
"SPI OND",0.19,1.8,7,"Chibuto","Severo"
"SPI OND",0.2,1.6,7,"Chibuto","Severo"
"SPI OND",0.21,1,7,"Chibuto","Severo"
"SPI OND",0.22,0.8,7,"Chibuto","Severo"
"SPI OND",0.26,0.6,7,"Chibuto","Severo"
"SPI OND",0.3,0.4,7,"Chibuto","Severo"
"SPI OND",0.31,0.2,7,"Chibuto","Severo"
"SPI OND",0.33,0,7,"Chibuto","Severo"
"SPI NDJ",0,13.5,7,"Chibuto","Severo"
"SPI NDJ",0.03,13,7,"Chibuto","Severo"
"SPI NDJ",0.04,12.5,7,"Chibuto","Severo"
"SPI NDJ",0.06,11.5,7,"Chibuto","Severo"
"SPI NDJ",0.07,10.5,7,"Chibuto","Severo"
"SPI NDJ",0.09,9.5,7,"Chibuto","Severo"
"SPI NDJ",0.1,9,7,"Chibuto","Severo"
"SPI NDJ",0.11,8.5,7,"Chibuto","Severo"
"SPI NDJ",0.12,7.5,7,"Chibuto","Severo"
"SPI NDJ",0.15,7,7,"Chibuto","Severo"
"SPI NDJ",0.16,6.5,7,"Chibuto","Severo"
"SPI NDJ",0.17,5.5,7,"Chibuto","Severo"
"SPI NDJ",0.18,4.5,7,"Chibuto","Severo"
"SPI NDJ",0.2,4,7,"Chibuto","Severo"
"SPI NDJ",0.22,3.5,7,"Chibuto","Severo"
"SPI NDJ",0.25,2.5,7,"Chibuto","Severo"
"SPI NDJ",0.26,2,7,"Chibuto","Severo"
"SPI NDJ",0.27,1.5,7,"Chibuto","Severo"
"SPI NDJ",0.28,1,7,"Chibuto","Severo"
"SPI NDJ",0.3,0,7,"Chibuto","Severo"
"SPI ON",0.06,5,7,"Chibuto","Moderado"
"SPI ON",0.1,4.8,7,"Chibuto","Moderado"
"SPI ON",0.12,4.4,7,"Chibuto","Moderado"
"SPI ON",0.14,4,7,"Chibuto","Moderado"
"SPI ON",0.15,3.8,7,"Chibuto","Moderado"
"SPI ON",0.16,3.2,7,"Chibuto","Moderado"
"SPI ON",0.18,3,7,"Chibuto","Moderado"
"SPI ON",0.2,2.8,7,"Chibuto","Moderado"
"SPI ON",0.22,2.4,7,"Chibuto","Moderado"
"SPI ON",0.24,2,7,"Chibuto","Moderado"
"SPI ON",0.25,1.6,7,"Chibuto","Moderado"
"SPI ON",0.26,1.4,7,"Chibuto","Moderado"
"SPI ON",0.28,0.6,7,"Chibuto","Moderado"
"SPI ON",0.3,0.4,7,"Chibuto","Moderado"
"SPI ON",0.31,0.2,7,"Chibuto","Moderado"
"SPI ON",0.38,0,7,"Chibuto","Moderado"
"SPI ND",0.04,4.5,7,"Chibuto","Moderado"
"SPI ND",0.06,4.33333333333333,7,"Chibuto","Moderado"
"SPI ND",0.09,4.16666666666667,7,"Chibuto","Moderado"
"SPI ND",0.1,4,7,"Chibuto","Moderado"
"SPI ND",0.12,3.83333333333333,7,"Chibuto","Moderado"
"SPI ND",0.14,3.5,7,"Chibuto","Moderado"
"SPI ND",0.15,3.33333333333333,7,"Chibuto","Moderado"
"SPI ND",0.16,2.83333333333333,7,"Chibuto","Moderado"
"SPI ND",0.18,2.33333333333333,7,"Chibuto","Moderado"
"SPI ND",0.19,2,7,"Chibuto","Moderado"
"SPI ND",0.2,1.83333333333333,7,"Chibuto","Moderado"
"SPI ND",0.21,1.5,7,"Chibuto","Moderado"
"SPI ND",0.23,1.33333333333333,7,"Chibuto","Moderado"
"SPI ND",0.24,1,7,"Chibuto","Moderado"
"SPI ND",0.28,0.833333333333333,7,"Chibuto","Moderado"
"SPI ND",0.32,0.333333333333333,7,"Chibuto","Moderado"
"SPI ND",0.33,0.166666666666667,7,"Chibuto","Moderado"
"SPI ND",0.42,0,7,"Chibuto","Moderado"
"SPI DJ",0,5.4,7,"Chibuto","Moderado"
"SPI DJ",0.04,5,7,"Chibuto","Moderado"
"SPI DJ",0.06,4.8,7,"Chibuto","Moderado"
"SPI DJ",0.09,4.6,7,"Chibuto","Moderado"
"SPI DJ",0.1,4.4,7,"Chibuto","Moderado"
"SPI DJ",0.14,4.2,7,"Chibuto","Moderado"
"SPI DJ",0.16,3.6,7,"Chibuto","Moderado"
"SPI DJ",0.2,3.4,7,"Chibuto","Moderado"
"SPI DJ",0.21,2.6,7,"Chibuto","Moderado"
"SPI DJ",0.22,2,7,"Chibuto","Moderado"
"SPI DJ",0.26,1.8,7,"Chibuto","Moderado"
"SPI DJ",0.27,1.6,7,"Chibuto","Moderado"
"SPI DJ",0.28,1,7,"Chibuto","Moderado"
"SPI DJ",0.3,0.8,7,"Chibuto","Moderado"
"SPI DJ",0.31,0.6,7,"Chibuto","Moderado"
"SPI DJ",0.37,0.4,7,"Chibuto","Moderado"
"SPI DJ",0.38,0.2,7,"Chibuto","Moderado"
"SPI DJ",0.42,0,7,"Chibuto","Moderado"
"SPI OND",0.01,5.4,7,"Chibuto","Moderado"
"SPI OND",0.06,5.2,7,"Chibuto","Moderado"
"SPI OND",0.1,4.6,7,"Chibuto","Moderado"
"SPI OND",0.11,4.4,7,"Chibuto","Moderado"
"SPI OND",0.12,4.2,7,"Chibuto","Moderado"
"SPI OND",0.14,3.6,7,"Chibuto","Moderado"
"SPI OND",0.15,3.2,7,"Chibuto","Moderado"
"SPI OND",0.18,3,7,"Chibuto","Moderado"
"SPI OND",0.19,2.6,7,"Chibuto","Moderado"
"SPI OND",0.21,1.8,7,"Chibuto","Moderado"
"SPI OND",0.22,1.6,7,"Chibuto","Moderado"
"SPI OND",0.24,1.4,7,"Chibuto","Moderado"
"SPI OND",0.25,1.2,7,"Chibuto","Moderado"
"SPI OND",0.26,1,7,"Chibuto","Moderado"
"SPI OND",0.28,0.8,7,"Chibuto","Moderado"
"SPI OND",0.32,0.6,7,"Chibuto","Moderado"
"SPI OND",0.34,0.2,7,"Chibuto","Moderado"
"SPI OND",0.36,0,7,"Chibuto","Moderado"
"SPI NDJ",0,13.5,7,"Chibuto","Moderado"
"SPI NDJ",0.04,13,7,"Chibuto","Moderado"
"SPI NDJ",0.06,12.5,7,"Chibuto","Moderado"
"SPI NDJ",0.08,12,7,"Chibuto","Moderado"
"SPI NDJ",0.09,11.5,7,"Chibuto","Moderado"
"SPI NDJ",0.1,11,7,"Chibuto","Moderado"
"SPI NDJ",0.12,9.5,7,"Chibuto","Moderado"
"SPI NDJ",0.14,9,7,"Chibuto","Moderado"
"SPI NDJ",0.15,8.5,7,"Chibuto","Moderado"
"SPI NDJ",0.16,7.5,7,"Chibuto","Moderado"
"SPI NDJ",0.19,7,7,"Chibuto","Moderado"
"SPI NDJ",0.21,5.5,7,"Chibuto","Moderado"
"SPI NDJ",0.22,4.5,7,"Chibuto","Moderado"
"SPI NDJ",0.26,4,7,"Chibuto","Moderado"
"SPI NDJ",0.27,3.5,7,"Chibuto","Moderado"
"SPI NDJ",0.28,3,7,"Chibuto","Moderado"
"SPI NDJ",0.29,2,7,"Chibuto","Moderado"
"SPI NDJ",0.3,1,7,"Chibuto","Moderado"
"SPI NDJ",0.34,0.5,7,"Chibuto","Moderado"
"SPI NDJ",0.35,0,7,"Chibuto","Moderado"
"SPI ON",0.1,5.4,7,"Chibuto","Leve"
"SPI ON",0.12,5.2,7,"Chibuto","Leve"
"SPI ON",0.14,4.8,7,"Chibuto","Leve"
"SPI ON",0.16,4.2,7,"Chibuto","Leve"
"SPI ON",0.18,3.6,7,"Chibuto","Leve"
"SPI ON",0.19,3.4,7,"Chibuto","Leve"
"SPI ON",0.2,3.2,7,"Chibuto","Leve"
"SPI ON",0.24,3,7,"Chibuto","Leve"
"SPI ON",0.26,2.8,7,"Chibuto","Leve"
"SPI ON",0.27,2.4,7,"Chibuto","Leve"
"SPI ON",0.28,2.2,7,"Chibuto","Leve"
"SPI ON",0.3,1.4,7,"Chibuto","Leve"
"SPI ON",0.34,0.8,7,"Chibuto","Leve"
"SPI ON",0.38,0.2,7,"Chibuto","Leve"
"SPI ON",0.42,0,7,"Chibuto","Leve"
"SPI ND",0.06,3.375,7,"Chibuto","Leve"
"SPI ND",0.11,3.25,7,"Chibuto","Leve"
"SPI ND",0.12,3,7,"Chibuto","Leve"
"SPI ND",0.16,2.75,7,"Chibuto","Leve"
"SPI ND",0.17,2.625,7,"Chibuto","Leve"
"SPI ND",0.18,2.375,7,"Chibuto","Leve"
"SPI ND",0.2,2,7,"Chibuto","Leve"
"SPI ND",0.21,1.875,7,"Chibuto","Leve"
"SPI ND",0.22,1.75,7,"Chibuto","Leve"
"SPI ND",0.24,1.5,7,"Chibuto","Leve"
"SPI ND",0.28,1.25,7,"Chibuto","Leve"
"SPI ND",0.29,1,7,"Chibuto","Leve"
"SPI ND",0.32,0.875,7,"Chibuto","Leve"
"SPI ND",0.34,0.625,7,"Chibuto","Leve"
"SPI ND",0.37,0.5,7,"Chibuto","Leve"
"SPI ND",0.38,0.25,7,"Chibuto","Leve"
"SPI ND",0.42,0.125,7,"Chibuto","Leve"
"SPI ND",0.46,0,7,"Chibuto","Leve"
"SPI DJ",0,4.5,7,"Chibuto","Leve"
"SPI DJ",0.04,4.33333333333333,7,"Chibuto","Leve"
"SPI DJ",0.08,4.16666666666667,7,"Chibuto","Leve"
"SPI DJ",0.12,4,7,"Chibuto","Leve"
"SPI DJ",0.13,3.83333333333333,7,"Chibuto","Leve"
"SPI DJ",0.16,3.66666666666667,7,"Chibuto","Leve"
"SPI DJ",0.19,3.5,7,"Chibuto","Leve"
"SPI DJ",0.22,3.16666666666667,7,"Chibuto","Leve"
"SPI DJ",0.24,3,7,"Chibuto","Leve"
"SPI DJ",0.25,2.66666666666667,7,"Chibuto","Leve"
"SPI DJ",0.27,2.5,7,"Chibuto","Leve"
"SPI DJ",0.28,2.33333333333333,7,"Chibuto","Leve"
"SPI DJ",0.29,2,7,"Chibuto","Leve"
"SPI DJ",0.3,1.5,7,"Chibuto","Leve"
"SPI DJ",0.31,1.33333333333333,7,"Chibuto","Leve"
"SPI DJ",0.32,0.833333333333333,7,"Chibuto","Leve"
"SPI DJ",0.34,0.666666666666667,7,"Chibuto","Leve"
"SPI DJ",0.38,0.5,7,"Chibuto","Leve"
"SPI DJ",0.44,0,7,"Chibuto","Leve"
"SPI OND",0.04,4.5,7,"Chibuto","Leve"
"SPI OND",0.09,4.33333333333333,7,"Chibuto","Leve"
"SPI OND",0.13,4.16666666666667,7,"Chibuto","Leve"
"SPI OND",0.16,3.5,7,"Chibuto","Leve"
"SPI OND",0.17,3.33333333333333,7,"Chibuto","Leve"
"SPI OND",0.18,3.16666666666667,7,"Chibuto","Leve"
"SPI OND",0.19,2.83333333333333,7,"Chibuto","Leve"
"SPI OND",0.2,2.66666666666667,7,"Chibuto","Leve"
"SPI OND",0.22,2.5,7,"Chibuto","Leve"
"SPI OND",0.23,2.33333333333333,7,"Chibuto","Leve"
"SPI OND",0.24,2,7,"Chibuto","Leve"
"SPI OND",0.27,1.83333333333333,7,"Chibuto","Leve"
"SPI OND",0.28,1.5,7,"Chibuto","Leve"
"SPI OND",0.3,1.16666666666667,7,"Chibuto","Leve"
"SPI OND",0.32,0.833333333333333,7,"Chibuto","Leve"
"SPI OND",0.36,0.666666666666667,7,"Chibuto","Leve"
"SPI OND",0.38,0.333333333333333,7,"Chibuto","Leve"
"SPI OND",0.39,0.166666666666667,7,"Chibuto","Leve"
"SPI OND",0.4,0,7,"Chibuto","Leve"
"SPI NDJ",0.05,4.5,7,"Chibuto","Leve"
"SPI NDJ",0.07,4.33333333333333,7,"Chibuto","Leve"
"SPI NDJ",0.09,4.16666666666667,7,"Chibuto","Leve"
"SPI NDJ",0.11,4,7,"Chibuto","Leve"
"SPI NDJ",0.14,3.5,7,"Chibuto","Leve"
