"Trigger","Index","Value","Month_of_issue","District","Category"
0,"SPI ON",0.04,"05","Chibuto","Severo"
0.06,"SPI ON",0.08,"05","Chibuto","Severo"
0.07,"SPI ON",0.12,"05","Chibuto","Severo"
0.08,"SPI ON",0.16,"05","Chibuto","Severo"
0.1,"SPI ON",0.28,"05","Chibuto","Severo"
0.12,"SPI ON",0.32,"05","Chibuto","Severo"
0.13,"SPI ON",0.36,"05","Chibuto","Severo"
0.14,"SPI ON",0.106666666666667,"05","Chibuto","Severo"
0.15,"SPI ON",0.186666666666667,"05","Chibuto","Severo"
0.16,"SPI ON",0.306666666666667,"05","Chibuto","Severo"
0.18,"SPI ON",0.346666666666667,"05","Chibuto","Severo"
0.19,"SPI ON",0.386666666666667,"05","Chibuto","Severo"
0.2,"SPI ON",0.506666666666667,"05","Chibuto","Severo"
0.21,"SPI ON",0.546666666666667,"05","Chibuto","Severo"
0.22,"SPI ON",0.213333333333333,"05","Chibuto","Severo"
0.25,"SPI ON",-0.08,"05","Chibuto","Severo"
0.26,"SPI ON",-0.04,"05","Chibuto","Severo"
0.27,"SPI ON",0,"05","Chibuto","Severo"
0.02,"SPI ON",0.0434782608695652,"05","Chibuto","Moderado"
0.08,"SPI ON",0.0869565217391305,"05","Chibuto","Moderado"
0.1,"SPI ON",0.173913043478261,"05","Chibuto","Moderado"
0.11,"SPI ON",0.217391304347826,"05","Chibuto","Moderado"
0.12,"SPI ON",0.260869565217391,"05","Chibuto","Moderado"
0.16,"SPI ON",0.391304347826087,"05","Chibuto","Moderado"
0.17,"SPI ON",0.234782608695652,"05","Chibuto","Moderado"
0.18,"SPI ON",0.278260869565217,"05","Chibuto","Moderado"
0.19,"SPI ON",0.321739130434783,"05","Chibuto","Moderado"
0.2,"SPI ON",0.408695652173913,"05","Chibuto","Moderado"
0.22,"SPI ON",0.626086956521739,"05","Chibuto","Moderado"
0.26,"SPI ON",0.426086956521739,"05","Chibuto","Moderado"
0.27,"SPI ON",0.469565217391304,"05","Chibuto","Moderado"
0.3,"SPI ON",0.356521739130435,"05","Chibuto","Moderado"
0.31,"SPI ON",0.4,"05","Chibuto","Moderado"
0.32,"SPI ON",0,"05","Chibuto","Moderado"
0.04,"SPI ON",0.0434782608695652,"05","Chibuto","Leve"
0.09,"SPI ON",0.0869565217391305,"05","Chibuto","Leve"
0.12,"SPI ON",0.130434782608696,"05","Chibuto","Leve"
0.14,"SPI ON",0.217391304347826,"05","Chibuto","Leve"
0.17,"SPI ON",0.260869565217391,"05","Chibuto","Leve"
0.18,"SPI ON",0.304347826086957,"05","Chibuto","Leve"
0.19,"SPI ON",0.104347826086957,"05","Chibuto","Leve"
0.2,"SPI ON",0.147826086956522,"05","Chibuto","Leve"
0.21,"SPI ON",0.234782608695652,"05","Chibuto","Leve"
0.22,"SPI ON",0.278260869565217,"05","Chibuto","Leve"
0.23,"SPI ON",0.365217391304348,"05","Chibuto","Leve"
0.26,"SPI ON",0.408695652173913,"05","Chibuto","Leve"
0.28,"SPI ON",0.452173913043478,"05","Chibuto","Leve"
0.29,"SPI ON",0.495652173913044,"05","Chibuto","Leve"
0.32,"SPI ON",0.669565217391304,"05","Chibuto","Leve"
0.34,"SPI ON",0.71304347826087,"05","Chibuto","Leve"
0.36,"SPI ON",0.556521739130435,"05","Chibuto","Leve"
0.38,"SPI ON",0.156521739130435,"05","Chibuto","Leve"
0.41,"SPI ON",0.2,"05","Chibuto","Leve"
0.42,"SPI ON",0,"05","Chibuto","Leve"
0.04,"SPI ON",0.08,"06","Chibuto","Severo"
0.06,"SPI ON",0.16,"06","Chibuto","Severo"
0.07,"SPI ON",-0.133333333333333,"06","Chibuto","Severo"
0.1,"SPI ON",-0.0133333333333334,"06","Chibuto","Severo"
0.11,"SPI ON",0.0266666666666666,"06","Chibuto","Severo"
0.12,"SPI ON",0.106666666666667,"06","Chibuto","Severo"
0.14,"SPI ON",0.146666666666667,"06","Chibuto","Severo"
0.15,"SPI ON",0.226666666666667,"06","Chibuto","Severo"
0.16,"SPI ON",-0.0666666666666667,"06","Chibuto","Severo"
0.17,"SPI ON",0.0133333333333333,"06","Chibuto","Severo"
0.18,"SPI ON",0.133333333333333,"06","Chibuto","Severo"
0.21,"SPI ON",0.173333333333333,"06","Chibuto","Severo"
0.24,"SPI ON",0.253333333333333,"06","Chibuto","Severo"
0.26,"SPI ON",0.293333333333333,"06","Chibuto","Severo"
0.28,"SPI ON",0.333333333333333,"06","Chibuto","Severo"
0.3,"SPI ON",0,"06","Chibuto","Severo"
0.03,"SPI ND",-0.121212121212121,"06","Chibuto","Severo"
0.07,"SPI ND",-0.0757575757575757,"06","Chibuto","Severo"
0.09,"SPI ND",0.0606060606060607,"06","Chibuto","Severo"
0.1,"SPI ND",0.106060606060606,"06","Chibuto","Severo"
0.11,"SPI ND",0.151515151515152,"06","Chibuto","Severo"
0.12,"SPI ND",0.196969696969697,"06","Chibuto","Severo"
0.13,"SPI ND",0.242424242424242,"06","Chibuto","Severo"
0.15,"SPI ND",0.287878787878788,"06","Chibuto","Severo"
0.16,"SPI ND",0.257575757575758,"06","Chibuto","Severo"
0.17,"SPI ND",0.0909090909090909,"06","Chibuto","Severo"
0.18,"SPI ND",0.0151515151515151,"06","Chibuto","Severo"
0.2,"SPI ND",0.151515151515151,"06","Chibuto","Severo"
0.22,"SPI ND",0.196969696969697,"06","Chibuto","Severo"
0.23,"SPI ND",0.287878787878788,"06","Chibuto","Severo"
0.27,"SPI ND",0.121212121212121,"06","Chibuto","Severo"
0.28,"SPI ND",-0.0454545454545455,"06","Chibuto","Severo"
0.31,"SPI ND",0,"06","Chibuto","Severo"
0.01,"SPI OND",0.0434782608695652,"06","Chibuto","Severo"
0.03,"SPI OND",0.130434782608696,"06","Chibuto","Severo"
0.05,"SPI OND",0.173913043478261,"06","Chibuto","Severo"
0.09,"SPI OND",0.217391304347826,"06","Chibuto","Severo"
0.1,"SPI OND",0.304347826086957,"06","Chibuto","Severo"
0.12,"SPI OND",0.347826086956522,"06","Chibuto","Severo"
0.13,"SPI OND",0.147826086956522,"06","Chibuto","Severo"
0.14,"SPI OND",0.121739130434783,"06","Chibuto","Severo"
0.16,"SPI OND",0.252173913043478,"06","Chibuto","Severo"
0.18,"SPI OND",0.382608695652174,"06","Chibuto","Severo"
0.2,"SPI OND",0.182608695652174,"06","Chibuto","Severo"
0.21,"SPI OND",0.226086956521739,"06","Chibuto","Severo"
0.25,"SPI OND",0.269565217391304,"06","Chibuto","Severo"
0.26,"SPI OND",0.0695652173913044,"06","Chibuto","Severo"
0.28,"SPI OND",-0.130434782608696,"06","Chibuto","Severo"
0.29,"SPI OND",-0.0434782608695652,"06","Chibuto","Severo"
0.35,"SPI OND",0,"06","Chibuto","Severo"
0.05,"SPI ON",0.0434782608695652,"06","Chibuto","Moderado"
0.09,"SPI ON",0.0869565217391305,"06","Chibuto","Moderado"
0.1,"SPI ON",-0.113043478260869,"06","Chibuto","Moderado"
0.12,"SPI ON",-0.0695652173913043,"06","Chibuto","Moderado"
0.13,"SPI ON",0.0173913043478261,"06","Chibuto","Moderado"
0.15,"SPI ON",0.147826086956522,"06","Chibuto","Moderado"
0.16,"SPI ON",0.191304347826087,"06","Chibuto","Moderado"
0.18,"SPI ON",0.321739130434783,"06","Chibuto","Moderado"
0.2,"SPI ON",0.452173913043478,"06","Chibuto","Moderado"
0.21,"SPI ON",0.339130434782609,"06","Chibuto","Moderado"
0.22,"SPI ON",-0.0173913043478261,"06","Chibuto","Moderado"
0.24,"SPI ON",0.0260869565217391,"06","Chibuto","Moderado"
0.26,"SPI ON",0.0695652173913044,"06","Chibuto","Moderado"
0.29,"SPI ON",0.11304347826087,"06","Chibuto","Moderado"
0.3,"SPI ON",0.156521739130435,"06","Chibuto","Moderado"
0.33,"SPI ON",0.2,"06","Chibuto","Moderado"
0.34,"SPI ON",0,"06","Chibuto","Moderado"
0.05,"SPI ND",-0.121212121212121,"06","Chibuto","Moderado"
0.1,"SPI ND",-0.0757575757575757,"06","Chibuto","Moderado"
0.12,"SPI ND",0.0151515151515151,"06","Chibuto","Moderado"
0.14,"SPI ND",0.106060606060606,"06","Chibuto","Moderado"
0.16,"SPI ND",0.196969696969697,"06","Chibuto","Moderado"
0.17,"SPI ND",0.242424242424242,"06","Chibuto","Moderado"
0.18,"SPI ND",0.121212121212121,"06","Chibuto","Moderado"
0.19,"SPI ND",0.212121212121212,"06","Chibuto","Moderado"
0.2,"SPI ND",0.257575757575758,"06","Chibuto","Moderado"
0.22,"SPI ND",0.181818181818182,"06","Chibuto","Moderado"
0.23,"SPI ND",0.0606060606060606,"06","Chibuto","Moderado"
0.24,"SPI ND",0.106060606060606,"06","Chibuto","Moderado"
0.25,"SPI ND",0.151515151515151,"06","Chibuto","Moderado"
0.26,"SPI ND",0.196969696969697,"06","Chibuto","Moderado"
0.3,"SPI ND",0.242424242424242,"06","Chibuto","Moderado"
0.31,"SPI ND",0.0757575757575757,"06","Chibuto","Moderado"
0.32,"SPI ND",0.121212121212121,"06","Chibuto","Moderado"
0.33,"SPI ND",-0.0454545454545455,"06","Chibuto","Moderado"
0.38,"SPI ND",0,"06","Chibuto","Moderado"
0.04,"SPI OND",0.0434782608695652,"06","Chibuto","Moderado"
0.06,"SPI OND",0.0869565217391305,"06","Chibuto","Moderado"
0.07,"SPI OND",0.130434782608696,"06","Chibuto","Moderado"
0.11,"SPI OND",0.173913043478261,"06","Chibuto","Moderado"
0.12,"SPI OND",0.260869565217391,"06","Chibuto","Moderado"
0.14,"SPI OND",0.147826086956522,"06","Chibuto","Moderado"
0.16,"SPI OND",0.234782608695652,"06","Chibuto","Moderado"
0.17,"SPI OND",0.278260869565217,"06","Chibuto","Moderado"
0.18,"SPI OND",0.165217391304348,"06","Chibuto","Moderado"
0.19,"SPI OND",0.252173913043478,"06","Chibuto","Moderado"
0.2,"SPI OND",0.339130434782609,"06","Chibuto","Moderado"
0.22,"SPI OND",0.426086956521739,"06","Chibuto","Moderado"
0.26,"SPI OND",0.226086956521739,"06","Chibuto","Moderado"
0.29,"SPI OND",-0.173913043478261,"06","Chibuto","Moderado"
0.3,"SPI OND",-0.130434782608696,"06","Chibuto","Moderado"
0.31,"SPI OND",-0.0434782608695652,"06","Chibuto","Moderado"
0.38,"SPI OND",0,"06","Chibuto","Moderado"
0.07,"SPI ON",0.0434782608695652,"06","Chibuto","Leve"
0.16,"SPI ON",-0.0695652173913043,"06","Chibuto","Leve"
0.18,"SPI ON",-0.0260869565217391,"06","Chibuto","Leve"
0.2,"SPI ON",0.104347826086957,"06","Chibuto","Leve"
0.21,"SPI ON",0.234782608695652,"06","Chibuto","Leve"
0.22,"SPI ON",0.365217391304348,"06","Chibuto","Leve"
0.24,"SPI ON",0.252173913043478,"06","Chibuto","Leve"
0.25,"SPI ON",0.295652173913043,"06","Chibuto","Leve"
0.26,"SPI ON",0.339130434782609,"06","Chibuto","Leve"
0.28,"SPI ON",0.426086956521739,"06","Chibuto","Leve"
0.3,"SPI ON",0.469565217391304,"06","Chibuto","Leve"
0.31,"SPI ON",0.269565217391304,"06","Chibuto","Leve"
0.34,"SPI ON",0.11304347826087,"06","Chibuto","Leve"
0.36,"SPI ON",0.156521739130435,"06","Chibuto","Leve"
0.38,"SPI ON",0,"06","Chibuto","Leve"
0.1,"SPI ND",-0.075,"06","Chibuto","Leve"
0.15,"SPI ND",-0.025,"06","Chibuto","Leve"
0.17,"SPI ND",0.075,"06","Chibuto","Leve"
0.18,"SPI ND",0.125,"06","Chibuto","Leve"
0.2,"SPI ND",0.175,"06","Chibuto","Leve"
0.21,"SPI ND",0.375,"06","Chibuto","Leve"
0.22,"SPI ND",0.3,"06","Chibuto","Leve"
0.23,"SPI ND",0.35,"06","Chibuto","Leve"
0.25,"SPI ND",0.45,"06","Chibuto","Leve"
0.26,"SPI ND",0.375,"06","Chibuto","Leve"
0.28,"SPI ND",0.475,"06","Chibuto","Leve"
0.3,"SPI ND",0.4,"06","Chibuto","Leve"
0.31,"SPI ND",0.275,"06","Chibuto","Leve"
0.32,"SPI ND",0.15,"06","Chibuto","Leve"
0.34,"SPI ND",0.025,"06","Chibuto","Leve"
0.35,"SPI ND",-0.1,"06","Chibuto","Leve"
0.36,"SPI ND",-0.05,"06","Chibuto","Leve"
0.42,"SPI ND",0,"06","Chibuto","Leve"
0.07,"SPI OND",0.0454545454545454,"06","Chibuto","Leve"
0.08,"SPI OND",0.0909090909090909,"06","Chibuto","Leve"
0.13,"SPI OND",0.136363636363636,"06","Chibuto","Leve"
0.17,"SPI OND",0.227272727272727,"06","Chibuto","Leve"
0.18,"SPI OND",0.272727272727273,"06","Chibuto","Leve"
0.19,"SPI OND",0.318181818181818,"06","Chibuto","Leve"
0.21,"SPI OND",0.454545454545455,"06","Chibuto","Leve"
0.22,"SPI OND",0.166666666666667,"06","Chibuto","Leve"
0.23,"SPI OND",0.303030303030303,"06","Chibuto","Leve"
0.24,"SPI OND",0.484848484848485,"06","Chibuto","Leve"
0.26,"SPI OND",0.53030303030303,"06","Chibuto","Leve"
0.34,"SPI OND",0.363636363636364,"06","Chibuto","Leve"
0.35,"SPI OND",-0.0454545454545455,"06","Chibuto","Leve"
0.42,"SPI OND",0,"06","Chibuto","Leve"
0.04,"SPI ON",-0.253333333333333,"07","Chibuto","Severo"
0.08,"SPI ON",-0.213333333333333,"07","Chibuto","Severo"
0.09,"SPI ON",-0.133333333333333,"07","Chibuto","Severo"
0.1,"SPI ON",-0.0133333333333334,"07","Chibuto","Severo"
0.11,"SPI ON",0.0266666666666666,"07","Chibuto","Severo"
0.12,"SPI ON",0.0666666666666667,"07","Chibuto","Severo"
0.14,"SPI ON",-0.186666666666667,"07","Chibuto","Severo"
0.17,"SPI ON",-0.146666666666667,"07","Chibuto","Severo"
0.18,"SPI ON",-0.0666666666666667,"07","Chibuto","Severo"
0.19,"SPI ON",-0.36,"07","Chibuto","Severo"
0.2,"SPI ON",-0.28,"07","Chibuto","Severo"
0.21,"SPI ON",-0.2,"07","Chibuto","Severo"
0.22,"SPI ON",-0.16,"07","Chibuto","Severo"
0.23,"SPI ON",-0.12,"07","Chibuto","Severo"
0.24,"SPI ON",-0.08,"07","Chibuto","Severo"
0.26,"SPI ON",-0.04,"07","Chibuto","Severo"
0.34,"SPI ON",0,"07","Chibuto","Severo"
0.04,"SPI ND",0.0909090909090909,"07","Chibuto","Severo"
0.06,"SPI ND",0.136363636363636,"07","Chibuto","Severo"
0.07,"SPI ND",0.181818181818182,"07","Chibuto","Severo"
0.08,"SPI ND",0.227272727272727,"07","Chibuto","Severo"
0.11,"SPI ND",0.318181818181818,"07","Chibuto","Severo"
0.12,"SPI ND",0.5,"07","Chibuto","Severo"
0.13,"SPI ND",0.333333333333333,"07","Chibuto","Severo"
0.14,"SPI ND",0.424242424242424,"07","Chibuto","Severo"
0.16,"SPI ND",0.46969696969697,"07","Chibuto","Severo"
0.17,"SPI ND",0.348484848484848,"07","Chibuto","Severo"
0.18,"SPI ND",0.0606060606060606,"07","Chibuto","Severo"
0.2,"SPI ND",0.106060606060606,"07","Chibuto","Severo"
0.22,"SPI ND",0.151515151515151,"07","Chibuto","Severo"
0.24,"SPI ND",0.0303030303030303,"07","Chibuto","Severo"
0.26,"SPI ND",0.0757575757575757,"07","Chibuto","Severo"
0.28,"SPI ND",0.166666666666667,"07","Chibuto","Severo"
0.36,"SPI ND",0,"07","Chibuto","Severo"
0,"SPI DJ",0.0416666666666666,"07","Chibuto","Severo"
0.03,"SPI DJ",0.0833333333333334,"07","Chibuto","Severo"
0.04,"SPI DJ",0.166666666666667,"07","Chibuto","Severo"
0.07,"SPI DJ",0.208333333333333,"07","Chibuto","Severo"
0.09,"SPI DJ",0.25,"07","Chibuto","Severo"
0.11,"SPI DJ",0.333333333333333,"07","Chibuto","Severo"
0.12,"SPI DJ",0.125,"07","Chibuto","Severo"
0.14,"SPI DJ",0.166666666666667,"07","Chibuto","Severo"
0.15,"SPI DJ",0.208333333333333,"07","Chibuto","Severo"
0.16,"SPI DJ",0.291666666666667,"07","Chibuto","Severo"
0.18,"SPI DJ",0.375,"07","Chibuto","Severo"
0.19,"SPI DJ",0.416666666666667,"07","Chibuto","Severo"
0.21,"SPI DJ",0.541666666666667,"07","Chibuto","Severo"
0.22,"SPI DJ",0.583333333333333,"07","Chibuto","Severo"
0.23,"SPI DJ",0.375,"07","Chibuto","Severo"
0.24,"SPI DJ",0.416666666666667,"07","Chibuto","Severo"
0.26,"SPI DJ",0.166666666666667,"07","Chibuto","Severo"
0.3,"SPI DJ",-0.0416666666666667,"07","Chibuto","Severo"
0.4,"SPI DJ",0,"07","Chibuto","Severo"
0.01,"SPI OND",0.0434782608695652,"07","Chibuto","Severo"
0.05,"SPI OND",0.0869565217391305,"07","Chibuto","Severo"
0.06,"SPI OND",0.130434782608696,"07","Chibuto","Severo"
0.07,"SPI OND",0.173913043478261,"07","Chibuto","Severo"
0.08,"SPI OND",0.260869565217391,"07","Chibuto","Severo"
0.09,"SPI OND",0.391304347826087,"07","Chibuto","Severo"
0.11,"SPI OND",0.434782608695652,"07","Chibuto","Severo"
0.12,"SPI OND",0.478260869565217,"07","Chibuto","Severo"
0.13,"SPI OND",0.521739130434783,"07","Chibuto","Severo"
0.14,"SPI OND",0.565217391304348,"07","Chibuto","Severo"
0.16,"SPI OND",0.695652173913043,"07","Chibuto","Severo"
0.18,"SPI OND",0.739130434782609,"07","Chibuto","Severo"
0.19,"SPI OND",0.582608695652174,"07","Chibuto","Severo"
0.2,"SPI OND",0.382608695652174,"07","Chibuto","Severo"
0.21,"SPI OND",0.513043478260869,"07","Chibuto","Severo"
0.22,"SPI OND",0.31304347826087,"07","Chibuto","Severo"
0.26,"SPI OND",0.356521739130435,"07","Chibuto","Severo"
0.3,"SPI OND",0.4,"07","Chibuto","Severo"
0.31,"SPI OND",0.2,"07","Chibuto","Severo"
0.33,"SPI OND",0,"07","Chibuto","Severo"
0,"SPI NDJ",0.0384615384615384,"07","Chibuto","Severo"
0.03,"SPI NDJ",0.0769230769230769,"07","Chibuto","Severo"
0.04,"SPI NDJ",0.115384615384615,"07","Chibuto","Severo"
0.06,"SPI NDJ",0.192307692307692,"07","Chibuto","Severo"
0.07,"SPI NDJ",0.269230769230769,"07","Chibuto","Severo"
0.09,"SPI NDJ",0.346153846153846,"07","Chibuto","Severo"
0.1,"SPI NDJ",0.384615384615385,"07","Chibuto","Severo"
0.11,"SPI NDJ",0.423076923076923,"07","Chibuto","Severo"
0.12,"SPI NDJ",0.5,"07","Chibuto","Severo"
0.15,"SPI NDJ",0.538461538461538,"07","Chibuto","Severo"
0.16,"SPI NDJ",0.0384615384615384,"07","Chibuto","Severo"
0.17,"SPI NDJ",0.115384615384615,"07","Chibuto","Severo"
0.18,"SPI NDJ",0.192307692307692,"07","Chibuto","Severo"
0.2,"SPI NDJ",0.230769230769231,"07","Chibuto","Severo"
0.22,"SPI NDJ",0.269230769230769,"07","Chibuto","Severo"
0.25,"SPI NDJ",0.346153846153846,"07","Chibuto","Severo"
0.26,"SPI NDJ",0.384615384615385,"07","Chibuto","Severo"
0.27,"SPI NDJ",0.423076923076923,"07","Chibuto","Severo"
0.28,"SPI NDJ",0.461538461538462,"07","Chibuto","Severo"
0.3,"SPI NDJ",0,"07","Chibuto","Severo"
0.06,"SPI ON",-0.113043478260869,"07","Chibuto","Moderado"
0.1,"SPI ON",-0.0695652173913043,"07","Chibuto","Moderado"
0.12,"SPI ON",0.0173913043478261,"07","Chibuto","Moderado"
0.14,"SPI ON",0.104347826086957,"07","Chibuto","Moderado"
0.15,"SPI ON",0.147826086956522,"07","Chibuto","Moderado"
0.16,"SPI ON",0.278260869565217,"07","Chibuto","Moderado"
0.18,"SPI ON",0.0782608695652174,"07","Chibuto","Moderado"
0.2,"SPI ON",0.121739130434783,"07","Chibuto","Moderado"
0.22,"SPI ON",0.208695652173913,"07","Chibuto","Moderado"
0.24,"SPI ON",0.0521739130434783,"07","Chibuto","Moderado"
0.25,"SPI ON",-0.104347826086957,"07","Chibuto","Moderado"
0.26,"SPI ON",-0.0608695652173913,"07","Chibuto","Moderado"
0.28,"SPI ON",0.11304347826087,"07","Chibuto","Moderado"
0.3,"SPI ON",-0.0869565217391304,"07","Chibuto","Moderado"
0.31,"SPI ON",-0.0434782608695652,"07","Chibuto","Moderado"
0.38,"SPI ON",0,"07","Chibuto","Moderado"
0.04,"SPI ND",0.0454545454545454,"07","Chibuto","Moderado"
0.06,"SPI ND",0.0909090909090909,"07","Chibuto","Moderado"
0.09,"SPI ND",0.136363636363636,"07","Chibuto","Moderado"
0.1,"SPI ND",0.181818181818182,"07","Chibuto","Moderado"
0.12,"SPI ND",0.227272727272727,"07","Chibuto","Moderado"
0.14,"SPI ND",0.106060606060606,"07","Chibuto","Moderado"
0.15,"SPI ND",0.151515151515152,"07","Chibuto","Moderado"
0.16,"SPI ND",0.287878787878788,"07","Chibuto","Moderado"
0.18,"SPI ND",0.424242424242424,"07","Chibuto","Moderado"
0.19,"SPI ND",0.303030303030303,"07","Chibuto","Moderado"
0.2,"SPI ND",0.348484848484848,"07","Chibuto","Moderado"
0.21,"SPI ND",0.227272727272727,"07","Chibuto","Moderado"
0.23,"SPI ND",0.272727272727273,"07","Chibuto","Moderado"
0.24,"SPI ND",0.151515151515151,"07","Chibuto","Moderado"
0.28,"SPI ND",-0.0151515151515152,"07","Chibuto","Moderado"
0.32,"SPI ND",0.121212121212121,"07","Chibuto","Moderado"
0.33,"SPI ND",0.166666666666667,"07","Chibuto","Moderado"
0.42,"SPI ND",0,"07","Chibuto","Moderado"
0,"SPI DJ",0.0434782608695652,"07","Chibuto","Moderado"
0.04,"SPI DJ",0.130434782608696,"07","Chibuto","Moderado"
0.06,"SPI DJ",0.173913043478261,"07","Chibuto","Moderado"
0.09,"SPI DJ",0.217391304347826,"07","Chibuto","Moderado"
0.1,"SPI DJ",0.260869565217391,"07","Chibuto","Moderado"
0.14,"SPI DJ",0.304347826086957,"07","Chibuto","Moderado"
0.16,"SPI DJ",0.191304347826087,"07","Chibuto","Moderado"
0.2,"SPI DJ",0.234782608695652,"07","Chibuto","Moderado"
0.21,"SPI DJ",0.408695652173913,"07","Chibuto","Moderado"
0.22,"SPI DJ",0.295652173913043,"07","Chibuto","Moderado"
0.26,"SPI DJ",0.339130434782609,"07","Chibuto","Moderado"
0.27,"SPI DJ",0.382608695652174,"07","Chibuto","Moderado"
0.28,"SPI DJ",0.269565217391304,"07","Chibuto","Moderado"
0.3,"SPI DJ",0.31304347826087,"07","Chibuto","Moderado"
0.31,"SPI DJ",0.11304347826087,"07","Chibuto","Moderado"
0.37,"SPI DJ",-0.0869565217391304,"07","Chibuto","Moderado"
0.38,"SPI DJ",-0.0434782608695652,"07","Chibuto","Moderado"
0.42,"SPI DJ",0,"07","Chibuto","Moderado"
0.01,"SPI OND",0.0434782608695652,"07","Chibuto","Moderado"
0.06,"SPI OND",0.0869565217391305,"07","Chibuto","Moderado"
0.1,"SPI OND",0.217391304347826,"07","Chibuto","Moderado"
0.11,"SPI OND",0.260869565217391,"07","Chibuto","Moderado"
0.12,"SPI OND",0.304347826086957,"07","Chibuto","Moderado"
0.14,"SPI OND",0.434782608695652,"07","Chibuto","Moderado"
0.15,"SPI OND",0.521739130434783,"07","Chibuto","Moderado"
0.18,"SPI OND",0.565217391304348,"07","Chibuto","Moderado"
0.19,"SPI OND",0.652173913043478,"07","Chibuto","Moderado"
0.21,"SPI OND",0.582608695652174,"07","Chibuto","Moderado"
0.22,"SPI OND",0.382608695652174,"07","Chibuto","Moderado"
0.24,"SPI OND",0.182608695652174,"07","Chibuto","Moderado"
0.25,"SPI OND",0.226086956521739,"07","Chibuto","Moderado"
0.26,"SPI OND",0.269565217391304,"07","Chibuto","Moderado"
0.28,"SPI OND",0.31304347826087,"07","Chibuto","Moderado"
0.32,"SPI OND",0.356521739130435,"07","Chibuto","Moderado"
0.34,"SPI OND",0.2,"07","Chibuto","Moderado"
0.36,"SPI OND",0,"07","Chibuto","Moderado"
0,"SPI NDJ",0.0384615384615384,"07","Chibuto","Moderado"
0.04,"SPI NDJ",0.0769230769230769,"07","Chibuto","Moderado"
0.06,"SPI NDJ",0.115384615384615,"07","Chibuto","Moderado"
0.08,"SPI NDJ",0.153846153846154,"07","Chibuto","Moderado"
0.09,"SPI NDJ",0.192307692307692,"07","Chibuto","Moderado"
0.1,"SPI NDJ",0.230769230769231,"07","Chibuto","Moderado"
0.12,"SPI NDJ",0.346153846153846,"07","Chibuto","Moderado"
0.14,"SPI NDJ",0.384615384615385,"07","Chibuto","Moderado"
0.15,"SPI NDJ",0.423076923076923,"07","Chibuto","Moderado"
0.16,"SPI NDJ",0.5,"07","Chibuto","Moderado"
0.19,"SPI NDJ",0.538461538461538,"07","Chibuto","Moderado"
0.21,"SPI NDJ",0.653846153846154,"07","Chibuto","Moderado"
0.22,"SPI NDJ",0.192307692307692,"07","Chibuto","Moderado"
0.26,"SPI NDJ",0.230769230769231,"07","Chibuto","Moderado"
0.27,"SPI NDJ",0.269230769230769,"07","Chibuto","Moderado"
0.28,"SPI NDJ",0.307692307692308,"07","Chibuto","Moderado"
0.29,"SPI NDJ",0.384615384615385,"07","Chibuto","Moderado"
0.3,"SPI NDJ",0.461538461538462,"07","Chibuto","Moderado"
0.34,"SPI NDJ",0.5,"07","Chibuto","Moderado"
0.35,"SPI NDJ",0,"07","Chibuto","Moderado"
0.1,"SPI ON",0.0434782608695652,"07","Chibuto","Leve"
0.12,"SPI ON",0.0869565217391305,"07","Chibuto","Leve"
0.14,"SPI ON",-0.0695652173913043,"07","Chibuto","Leve"
0.16,"SPI ON",0.0608695652173914,"07","Chibuto","Leve"
0.18,"SPI ON",0.191304347826087,"07","Chibuto","Leve"
0.19,"SPI ON",0.234782608695652,"07","Chibuto","Leve"
0.2,"SPI ON",0.278260869565217,"07","Chibuto","Leve"
0.24,"SPI ON",0.321739130434783,"07","Chibuto","Leve"
0.26,"SPI ON",0.365217391304348,"07","Chibuto","Leve"
0.27,"SPI ON",0.208695652173913,"07","Chibuto","Leve"
0.28,"SPI ON",0.252173913043478,"07","Chibuto","Leve"
0.3,"SPI ON",0.182608695652174,"07","Chibuto","Leve"
0.34,"SPI ON",-0.173913043478261,"07","Chibuto","Leve"
0.38,"SPI ON",-0.0434782608695652,"07","Chibuto","Leve"
0.42,"SPI ON",0,"07","Chibuto","Leve"
0.06,"SPI ND",0.05,"07","Chibuto","Leve"
0.11,"SPI ND",0.1,"07","Chibuto","Leve"
0.12,"SPI ND",0.2,"07","Chibuto","Leve"
0.16,"SPI ND",0.125,"07","Chibuto","Leve"
0.17,"SPI ND",0.175,"07","Chibuto","Leve"
0.18,"SPI ND",0.1,"07","Chibuto","Leve"
0.2,"SPI ND",0.25,"07","Chibuto","Leve"
0.21,"SPI ND",0.3,"07","Chibuto","Leve"
0.22,"SPI ND",0.175,"07","Chibuto","Leve"
0.24,"SPI ND",-0.075,"07","Chibuto","Leve"
0.28,"SPI ND",0.025,"07","Chibuto","Leve"
0.29,"SPI ND",-0.05,"07","Chibuto","Leve"
0.32,"SPI ND",0,"07","Chibuto","Leve"
0.34,"SPI ND",-0.075,"07","Chibuto","Leve"
0.37,"SPI ND",-0.025,"07","Chibuto","Leve"
0.38,"SPI ND",0.075,"07","Chibuto","Leve"
0.42,"SPI ND",0.125,"07","Chibuto","Leve"
0.46,"SPI ND",0,"07","Chibuto","Leve"
0,"SPI DJ",0.0454545454545454,"07","Chibuto","Leve"
0.04,"SPI DJ",0.0909090909090909,"07","Chibuto","Leve"
0.08,"SPI DJ",0.136363636363636,"07","Chibuto","Leve"
